cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-03825,25,26069824,2438292,11,5,221662,Valparaíso
CLI-03826,28,51617633,2129821,11,60,193620,Metropolitana
CLI-03827,44,39263545,1562005,1,37,1562005,Biobío
CLI-03828,45,24824728,1303498,16,30,81468,Metropolitana
CLI-03829,27,7805365,593547,12,46,49462,Araucanía
CLI-03830,29,54543911,2182445,1,24,2182445,Antofagasta
CLI-03831,44,14789200,733832,30,31,24461,Antofagasta
CLI-03832,28,94350237,5052071,6,65,842011,Antofagasta
CLI-03833,43,18237902,1348349,3,6,449449,Antofagasta
CLI-03834,29,43540967,1560216,8,25,195027,Valparaíso
CLI-03835,44,22539207,1303691,11,9,118517,Antofagasta
CLI-03836,30,40842382,2089393,37,22,56470,Biobío
CLI-03837,41,29947257,1186168,20,30,59308,Biobío
CLI-03838,33,55930626,1931973,12,18,160997,Metropolitana
CLI-03839,39,24618003,1789754,31,17,57734,Metropolitana
CLI-03840,34,8295744,578444,12,87,48203,Metropolitana
CLI-03841,20,20518654,1123267,4,12,280816,Metropolitana
CLI-03842,33,10861035,525730,1,23,525730,Metropolitana
CLI-03843,33,167315729,6041701,14,31,431550,Araucanía
CLI-03844,40,21715375,1040191,26,5,40007,Araucanía
CLI-03845,41,36604377,3705372,1,8,3705372,Metropolitana
CLI-03846,30,26605800,1952371,1,12,1952371,Araucanía
CLI-03847,36,10687209,854832,16,13,53427,Metropolitana
CLI-03848,26,27329326,946125,23,6,41135,Antofagasta
CLI-03849,30,18137859,832269,12,40,69355,Metropolitana
CLI-03850,18,92837888,3932134,9,46,436903,Antofagasta
CLI-03851,39,33970939,3322082,25,10,132883,Metropolitana
CLI-03852,19,18819486,1430020,24,3,59584,Metropolitana
CLI-03853,24,51556301,1958522,13,64,150655,Metropolitana
CLI-03854,22,29282117,1062017,2,14,531008,Araucanía
CLI-03855,34,30642849,2029135,24,14,84547,Araucanía
CLI-03856,38,24291962,885447,6,16,147574,Biobío
CLI-03857,36,64119212,3027220,1,14,3027220,Biobío
CLI-03858,24,8286443,543899,3,13,181299,Valparaíso
CLI-03859,43,7513236,691559,18,3,38419,Biobío
CLI-03860,39,61230003,3266968,18,50,181498,Biobío
CLI-03861,18,25148004,1144755,27,16,42398,Biobío
CLI-03862,31,74213521,2868989,8,21,358623,Valparaíso
CLI-03863,29,57429325,3152074,1,63,3152074,Biobío
CLI-03864,19,49110429,2832174,41,41,69077,Metropolitana
CLI-03865,20,39782891,1843641,13,7,141818,Valparaíso
CLI-03866,18,33999574,1547273,1,19,1547273,Antofagasta
CLI-03867,18,4865684,376493,52,78,7240,Araucanía
CLI-03868,18,30905039,1673183,9,48,185909,Metropolitana
CLI-03869,35,34012943,2214406,3,4,738135,Metropolitana
CLI-03870,50,4652836,159578,9,3,17730,Metropolitana
CLI-03871,30,28236347,2233963,9,15,248218,Valparaíso
CLI-03872,33,31756057,1303660,7,35,186237,Antofagasta
CLI-03873,31,37890675,2427399,7,7,346771,Antofagasta
CLI-03874,32,39684855,1342544,18,50,74585,Valparaíso
CLI-03875,35,32095766,2365927,11,18,215084,Metropolitana
CLI-03876,27,21144898,779898,3,3,259966,Metropolitana
CLI-03877,44,77301159,2656840,2,10,1328420,Metropolitana
CLI-03878,40,13533605,1372906,1,49,1372906,Valparaíso
CLI-03879,21,9389671,411723,10,27,41172,Biobío
CLI-03880,33,53157966,1942617,11,55,176601,Metropolitana
CLI-03881,25,40745265,1313068,1,23,1313068,Metropolitana
CLI-03882,32,46175366,3151808,2,16,1575904,Metropolitana
CLI-03883,38,58044731,2808146,8,20,351018,Metropolitana
CLI-03884,25,45204844,2165069,10,21,216506,Araucanía
CLI-03885,28,12621975,1279836,10,10,127983,Araucanía
CLI-03886,33,46858829,2127140,6,33,354523,Biobío
CLI-03887,32,112565902,4739112,2,35,2369556,Metropolitana
CLI-03888,18,60991065,2891242,2,53,1445621,Valparaíso
CLI-03889,36,32116173,1095196,4,8,273799,Metropolitana
CLI-03890,35,9612245,823094,2,66,411547,Metropolitana
CLI-03891,25,51173794,3398019,9,10,377557,Antofagasta
CLI-03892,32,30110243,1416152,17,16,83303,Valparaíso
CLI-03893,44,69530106,2477555,14,64,176968,Biobío
CLI-03894,23,36706125,1806226,2,61,903113,Valparaíso
CLI-03895,22,38529291,1323265,6,7,220544,Araucanía
CLI-03896,40,40315269,2522723,2,28,1261361,Metropolitana
CLI-03897,42,24020458,1243803,3,23,414601,Metropolitana
CLI-03898,25,45680297,1901834,4,3,475458,Valparaíso
CLI-03899,23,18920697,655403,5,17,131080,Metropolitana
CLI-03900,29,77801985,4418646,19,3,232560,Biobío
CLI-03901,18,53460297,2145765,5,50,429153,Valparaíso
CLI-03902,28,29687568,2651391,7,19,378770,Metropolitana
CLI-03903,24,107510685,4026789,22,47,183035,Metropolitana
CLI-03904,47,33636557,1961526,10,4,196152,Metropolitana
CLI-03905,43,26439553,1151235,25,59,46049,Antofagasta
CLI-03906,34,34448742,3001106,7,8,428729,Metropolitana
CLI-03907,39,15399932,1388913,26,11,53419,Metropolitana
CLI-03908,37,54392813,3022568,21,42,143931,Biobío
CLI-03909,18,35637761,2099931,13,33,161533,Biobío
CLI-03910,18,21900959,960136,21,7,45720,Metropolitana
CLI-03911,26,56067441,2895632,6,17,482605,Metropolitana
CLI-03912,21,9972600,561970,9,31,62441,Araucanía
CLI-03913,27,11184774,573059,4,79,143264,Metropolitana
CLI-03914,41,64817408,3394534,6,11,565755,Antofagasta
CLI-03915,38,24921561,1562792,13,68,120214,Antofagasta
CLI-03916,35,17680196,680578,2,47,340289,Metropolitana
CLI-03917,22,32633312,1575916,3,12,525305,Metropolitana
CLI-03918,53,51637119,3087548,5,29,617509,Araucanía
CLI-03919,32,28097585,1084009,4,50,271002,Araucanía
CLI-03920,39,11367686,589962,9,32,65551,Araucanía
CLI-03921,26,8087526,304845,22,10,13856,Valparaíso
CLI-03922,44,34726240,1411261,12,6,117605,Metropolitana
CLI-03923,27,22227877,857289,4,29,214322,Biobío
CLI-03924,50,13729337,1024113,1,28,1024113,Metropolitana
CLI-03925,39,40068157,2382027,1,7,2382027,Araucanía
CLI-03926,26,27937713,1049506,17,3,61735,Metropolitana
CLI-03927,29,48405092,2801966,4,54,700491,Antofagasta
CLI-03928,18,46989890,2300421,16,47,143776,Valparaíso
CLI-03929,31,18693186,618830,18,18,34379,Valparaíso
CLI-03930,18,15394767,1143297,1,13,1143297,Metropolitana
CLI-03931,45,39594090,2108490,11,36,191680,Metropolitana
CLI-03932,47,24219359,1849967,4,12,462491,Valparaíso
CLI-03933,36,11447278,498797,7,4,71256,Valparaíso
CLI-03934,41,31166776,1871651,9,81,207961,Valparaíso
CLI-03935,26,102255190,4911516,1,28,4911516,Valparaíso
CLI-03936,36,18595684,1020390,5,39,204078,Metropolitana
CLI-03937,28,31270533,2964379,2,8,1482189,Metropolitana
CLI-03938,32,14433635,997899,15,10,66526,Biobío
CLI-03939,41,52188494,2888027,14,17,206287,Metropolitana
CLI-03940,18,42655816,1735144,1,30,1735144,Metropolitana
CLI-03941,40,63599154,3300041,13,119,253849,Metropolitana
CLI-03942,45,38099895,1681392,8,4,210174,Biobío
CLI-03943,36,63870411,2911037,7,18,415862,Metropolitana
CLI-03944,29,41959701,3113661,14,15,222404,Antofagasta
CLI-03945,36,10543642,899158,1,16,899158,Metropolitana
CLI-03946,30,20467228,711494,9,6,79054,Valparaíso
CLI-03947,47,113346768,4456211,21,6,212200,Araucanía
CLI-03948,45,75898306,3138258,19,32,165171,Metropolitana
CLI-03949,25,37945622,2021677,1,3,2021677,Metropolitana
CLI-03950,38,10295550,608339,3,120,202779,Antofagasta
CLI-03951,30,44306269,3021968,22,15,137362,Metropolitana
CLI-03952,38,46740306,4059404,1,83,4059404,Metropolitana
CLI-03953,39,69902091,2711989,9,4,301332,Metropolitana
CLI-03954,49,35177092,1397736,12,23,116478,Metropolitana
CLI-03955,44,34875610,3012286,1,18,3012286,Metropolitana
CLI-03956,18,55173587,2528820,1,13,2528820,Metropolitana
CLI-03957,32,8412753,650606,32,110,20331,Metropolitana
CLI-03958,35,29514092,966903,26,120,37188,Araucanía
CLI-03959,33,15497430,868428,15,15,57895,Metropolitana
CLI-03960,46,65217772,2222924,6,24,370487,Biobío
CLI-03961,45,37358434,2286356,8,26,285794,Metropolitana
CLI-03962,53,26225587,1705628,22,20,77528,Metropolitana
CLI-03963,21,30611858,1839954,1,52,1839954,Araucanía
CLI-03964,33,36330771,2236014,2,7,1118007,Metropolitana
CLI-03965,28,50761930,3538829,4,15,884707,Biobío
CLI-03966,46,9926603,922373,1,45,922373,Metropolitana
CLI-03967,51,23360187,844796,5,46,168959,Metropolitana
CLI-03968,35,23534561,991057,20,71,49552,Metropolitana
CLI-03969,47,54718110,2372016,6,15,395336,Metropolitana
CLI-03970,28,22995296,1198145,17,8,70479,Araucanía
CLI-03971,40,54660476,2327416,7,10,332488,Biobío
CLI-03972,33,60123305,3210528,6,27,535088,Araucanía
CLI-03973,43,25058855,1777105,17,33,104535,Metropolitana
CLI-03974,27,20600228,1130359,4,43,282589,Valparaíso
CLI-03975,41,19757601,1447233,16,31,90452,Valparaíso
CLI-03976,37,49647504,3227577,3,12,1075859,Metropolitana
CLI-03977,43,11507232,794868,10,29,79486,Metropolitana
CLI-03978,27,23778991,1245834,33,26,37752,Metropolitana
CLI-03979,34,38065545,1485083,1,20,1485083,Valparaíso
CLI-03980,41,35501146,1683110,1,75,1683110,Biobío
CLI-03981,33,45197653,1751946,2,16,875973,Valparaíso
CLI-03982,46,6594200,577252,4,16,144313,Metropolitana
CLI-03983,21,98431663,3623908,3,43,1207969,Araucanía
CLI-03984,40,113941900,4721724,40,13,118043,Antofagasta
CLI-03985,48,80667770,4408439,8,8,551054,Biobío
CLI-03986,29,43558356,1733043,1,19,1733043,Araucanía
CLI-03987,36,19840179,1624317,6,78,270719,Metropolitana
CLI-03988,30,9916858,555270,2,7,277635,Antofagasta
CLI-03989,18,24999810,1494863,14,7,106775,Biobío
CLI-03990,36,17210389,1675271,16,63,104704,Metropolitana
CLI-03991,20,9839934,651310,1,17,651310,Metropolitana
CLI-03992,36,15853620,1203334,1,19,1203334,Araucanía
CLI-03993,34,64626549,2336876,12,17,194739,Araucanía
CLI-03994,23,24196245,902507,5,72,180501,Metropolitana
CLI-03995,38,10467011,1032515,2,22,516257,Biobío
CLI-03996,43,6657940,400638,11,9,36421,Metropolitana
CLI-03997,32,40260984,1523769,2,64,761884,Biobío
CLI-03998,18,18070197,856398,6,15,142733,Biobío
CLI-03999,29,17972657,1062986,12,10,88582,Biobío
CLI-04000,42,15899771,492866,1,74,492866,Biobío
CLI-04001,29,98137308,7845239,1,9,7845239,Valparaíso
CLI-04002,36,28576497,1471327,4,28,367831,Antofagasta
CLI-04003,58,13098532,975800,26,21,37530,Araucanía
CLI-04004,41,33546833,1151418,10,29,115141,Metropolitana
CLI-04005,44,64689494,5424595,1,21,5424595,Araucanía
CLI-04006,46,41137991,1844947,1,36,1844947,Valparaíso
CLI-04007,49,5914662,529412,5,29,105882,Metropolitana
CLI-04008,38,75037301,2543000,41,34,62024,Biobío
CLI-04009,21,45188354,1508872,19,3,79414,Metropolitana
CLI-04010,29,49363383,2985300,1,4,2985300,Biobío
CLI-04011,28,41008631,2613201,8,37,326650,Metropolitana
CLI-04012,34,78761580,3015503,4,8,753875,Metropolitana
CLI-04013,36,51896707,4201217,21,8,200057,Biobío
CLI-04014,35,33615549,1483736,10,30,148373,Metropolitana
CLI-04015,26,42079318,1508235,8,34,188529,Metropolitana
CLI-04016,20,14030140,718012,24,3,29917,Valparaíso
CLI-04017,20,9547203,736870,1,6,736870,Biobío
CLI-04018,18,43653075,2824085,8,8,353010,Antofagasta
CLI-04019,31,43718412,2838336,10,45,283833,Metropolitana
CLI-04020,32,88494172,3632015,2,7,1816007,Metropolitana
CLI-04021,44,73481671,3459321,16,4,216207,Valparaíso
CLI-04022,35,33937704,1274920,3,58,424973,Biobío
CLI-04023,26,6477488,540610,11,64,49146,Araucanía
CLI-04024,43,47564179,1629821,3,8,543273,Metropolitana
CLI-04025,37,42243506,1632213,26,43,62777,Valparaíso
CLI-04026,18,17007655,1591325,4,42,397831,Valparaíso
CLI-04027,44,40731400,2689822,16,7,168113,Metropolitana
CLI-04028,34,21793337,670821,1,60,670821,Valparaíso
CLI-04029,23,17678900,1417688,3,54,472562,Metropolitana
CLI-04030,31,32148434,1652804,4,12,413201,Metropolitana
CLI-04031,36,60353144,1891610,36,59,52544,Biobío
CLI-04032,38,61288788,2764835,9,48,307203,Metropolitana
CLI-04033,52,115512630,4950260,12,14,412521,Biobío
CLI-04034,39,18387460,823262,1,15,823262,Biobío
CLI-04035,40,55354323,2010645,9,61,223405,Araucanía
CLI-04036,37,145039190,4634550,12,12,386212,Metropolitana
CLI-04037,21,21092821,1489200,2,42,744600,Valparaíso
CLI-04038,26,6642407,217417,20,36,10870,Metropolitana
CLI-04039,18,10108535,936796,2,6,468398,Metropolitana
CLI-04040,18,13957002,904183,8,25,113022,Araucanía
CLI-04041,29,8178097,456485,33,18,13832,Metropolitana
CLI-04042,43,89213303,3266526,2,35,1633263,Antofagasta
CLI-04043,33,33955751,1201496,22,4,54613,Araucanía
CLI-04044,29,11380605,460204,3,12,153401,Metropolitana
CLI-04045,30,3520308,303145,3,5,101048,Metropolitana
CLI-04046,57,38873801,3084491,4,21,771122,Metropolitana
CLI-04047,35,11347424,518866,8,18,64858,Metropolitana
CLI-04048,39,66201793,2171315,8,89,271414,Valparaíso
CLI-04049,26,25212806,1383411,14,3,98815,Valparaíso
CLI-04050,30,12311001,458617,17,29,26977,Metropolitana
CLI-04051,29,32497607,1518935,1,32,1518935,Metropolitana
CLI-04052,37,48864439,1829739,7,21,261391,Metropolitana
CLI-04053,33,5362830,382107,9,31,42456,Araucanía
CLI-04054,18,43418180,1656182,50,6,33123,Biobío
CLI-04055,51,35910294,1711801,6,53,285300,Metropolitana
CLI-04056,39,58293786,1888887,4,66,472221,Antofagasta
CLI-04057,34,17113184,1166934,4,11,291733,Metropolitana
CLI-04058,42,23154020,1494140,13,52,114933,Biobío
CLI-04059,36,11292161,794273,14,37,56733,Biobío
CLI-04060,50,53995362,2967657,30,7,98921,Araucanía
CLI-04061,44,33656300,2494817,1,8,2494817,Metropolitana
CLI-04062,26,27795027,1027867,3,9,342622,Antofagasta
CLI-04063,33,30608329,1947036,6,9,324506,Valparaíso
CLI-04064,26,46913825,1856281,7,6,265183,Metropolitana
CLI-04065,28,8382354,915813,59,16,15522,Metropolitana
CLI-04066,43,66133035,2998537,4,15,749634,Valparaíso
CLI-04067,32,60002154,2317338,10,15,231733,Metropolitana
CLI-04068,36,10253951,500223,11,35,45474,Metropolitana
CLI-04069,18,14633982,896853,1,15,896853,Metropolitana
CLI-04070,26,42369590,1891489,3,36,630496,Biobío
CLI-04071,60,25036303,1589821,7,48,227117,Metropolitana
CLI-04072,30,46062132,1528649,3,23,509549,Biobío
CLI-04073,26,70850965,4075922,2,14,2037961,Metropolitana
CLI-04074,47,50476557,2329334,1,6,2329334,Biobío
CLI-04075,44,26020455,883923,13,16,67994,Antofagasta
CLI-04076,45,16934734,1462433,2,12,731216,Antofagasta
CLI-04077,18,84531692,3399592,5,8,679918,Metropolitana
CLI-04078,54,10514035,417403,2,20,208701,Metropolitana
CLI-04079,18,95101307,3740025,21,12,178096,Metropolitana
CLI-04080,31,10363121,318823,1,5,318823,Araucanía
CLI-04081,28,16080762,947922,7,3,135417,Metropolitana
CLI-04082,32,76331044,5512155,23,76,239658,Valparaíso
CLI-04083,26,41609663,1390629,7,18,198661,Valparaíso
CLI-04084,25,68337623,2627273,5,14,525454,Metropolitana
CLI-04085,43,36210919,1128229,2,18,564114,Metropolitana
CLI-04086,32,25180986,2150846,1,50,2150846,Valparaíso
CLI-04087,19,35911967,1721195,22,14,78236,Metropolitana
CLI-04088,23,13542029,585834,1,11,585834,Metropolitana
CLI-04089,37,20711974,1404606,2,23,702303,Metropolitana
CLI-04090,40,33853822,1202269,3,19,400756,Araucanía
CLI-04091,18,8203165,428856,29,45,14788,Biobío
CLI-04092,30,27573814,2314242,7,67,330606,Valparaíso
CLI-04093,32,5850022,309152,4,29,77288,Biobío
CLI-04094,46,27217750,1358304,19,48,71489,Metropolitana
CLI-04095,37,14061433,641718,8,18,80214,Metropolitana
CLI-04096,34,56796009,2228462,20,18,111423,Metropolitana
CLI-04097,31,14000473,464382,5,51,92876,Biobío
CLI-04098,18,3196125,295129,19,20,15533,Biobío
CLI-04099,37,14590485,897887,14,20,64134,Valparaíso
CLI-04100,23,29652757,1786890,17,41,105111,Metropolitana
CLI-04101,42,7980939,653722,29,29,22542,Metropolitana
CLI-04102,33,45738739,2159623,8,86,269952,Biobío
CLI-04103,40,40461227,2640705,5,24,528141,Biobío
CLI-04104,21,74189053,2830148,1,6,2830148,Valparaíso
CLI-04105,41,84461848,3774914,1,5,3774914,Valparaíso
CLI-04106,35,36428507,2304690,7,4,329241,Metropolitana
CLI-04107,36,40325876,1278757,6,4,213126,Antofagasta
CLI-04108,22,63235162,5255009,1,66,5255009,Valparaíso
CLI-04109,37,13486097,1276623,1,58,1276623,Metropolitana
CLI-04110,36,38377278,1405692,4,85,351423,Valparaíso
CLI-04111,40,9039296,620080,14,110,44291,Metropolitana
CLI-04112,18,9280716,342810,5,17,68562,Metropolitana
CLI-04113,45,28372252,1466487,12,7,122207,Metropolitana
CLI-04114,20,42610556,2331962,1,4,2331962,Valparaíso
CLI-04115,46,26643796,1051491,3,11,350497,Valparaíso
CLI-04116,37,39136963,2764724,1,54,2764724,Valparaíso
CLI-04117,29,83978057,3054770,3,52,1018256,Biobío
CLI-04118,36,43176881,2395786,27,14,88732,Antofagasta
CLI-04119,36,24841001,1703321,4,8,425830,Antofagasta
CLI-04120,43,38599424,1761332,8,68,220166,Biobío
CLI-04121,27,65147596,2135935,1,6,2135935,Antofagasta
CLI-04122,23,25669170,1207772,3,9,402590,Metropolitana
CLI-04123,25,21966870,1104698,3,10,368232,Biobío
CLI-04124,33,99120475,3714039,3,5,1238013,Biobío
CLI-04125,21,7905075,395399,5,9,79079,Antofagasta
CLI-04126,30,73982429,2957322,15,78,197154,Biobío
CLI-04127,19,26362152,1228180,32,41,38380,Valparaíso
CLI-04128,24,33722877,1638105,26,40,63004,Biobío
CLI-04129,29,28041372,2601473,5,8,520294,Antofagasta
CLI-04130,22,20906038,1671727,28,76,59704,Antofagasta
CLI-04131,29,28186002,986379,24,3,41099,Araucanía
CLI-04132,32,61186394,2347678,10,15,234767,Metropolitana
CLI-04133,43,6089784,395760,3,3,131920,Metropolitana
CLI-04134,23,55356340,1998315,28,34,71368,Araucanía
CLI-04135,46,21773773,918171,4,15,229542,Metropolitana
CLI-04136,45,9094727,380512,3,15,126837,Valparaíso
CLI-04137,37,12425144,471061,2,11,235530,Metropolitana
CLI-04138,24,24672937,952977,3,4,317659,Metropolitana
CLI-04139,38,67031667,5755402,1,5,5755402,Metropolitana
CLI-04140,34,91958126,4182039,41,4,102000,Metropolitana
CLI-04141,35,43674397,2129429,3,58,709809,Araucanía
CLI-04142,27,28309827,1443082,22,92,65594,Araucanía
CLI-04143,29,38896315,1434818,5,15,286963,Metropolitana
CLI-04144,27,24708911,2343047,8,26,292880,Metropolitana
CLI-04145,30,17335993,886013,1,35,886013,Metropolitana
CLI-04146,38,12341378,486064,9,11,54007,Metropolitana
CLI-04147,18,4044007,330410,9,39,36712,Biobío
CLI-04148,27,113764006,4648961,30,24,154965,Metropolitana
CLI-04149,22,5657892,413890,7,33,59127,Metropolitana
CLI-04150,37,11928766,774265,21,5,36869,Araucanía
CLI-04151,18,41113248,1901315,7,5,271616,Valparaíso
CLI-04152,33,15545011,508786,5,18,101757,Metropolitana
CLI-04153,42,16899295,1013005,13,28,77923,Antofagasta
CLI-04154,49,48238814,3467017,6,6,577836,Biobío
CLI-04155,46,19053154,612192,3,57,204064,Antofagasta
CLI-04156,32,97020909,3748081,10,30,374808,Araucanía
CLI-04157,34,15937549,910512,8,66,113814,Metropolitana
CLI-04158,33,23762954,893671,5,12,178734,Araucanía
CLI-04159,33,93833285,4591419,13,30,353186,Araucanía
CLI-04160,30,25752307,1218172,9,4,135352,Valparaíso
CLI-04161,33,29737492,1608297,23,10,69925,Biobío
CLI-04162,24,41566939,1621160,6,23,270193,Biobío
CLI-04163,24,5295909,251367,18,4,13964,Antofagasta
CLI-04164,37,23028006,758878,4,14,189719,Biobío
CLI-04165,53,24648695,972237,29,9,33525,Biobío
CLI-04166,39,8680974,461924,4,12,115481,Metropolitana
CLI-04167,48,150895519,5621310,1,32,5621310,Metropolitana
CLI-04168,51,35573446,1516891,3,19,505630,Metropolitana
CLI-04169,49,38640012,2567140,1,28,2567140,Biobío
CLI-04170,29,19530861,1475872,9,25,163985,Metropolitana
CLI-04171,29,60600402,5122465,2,25,2561232,Antofagasta
CLI-04172,47,7867230,471581,1,5,471581,Valparaíso
CLI-04173,29,10560925,545119,8,5,68139,Araucanía
CLI-04174,34,46305477,1670609,11,60,151873,Valparaíso
CLI-04175,21,16748179,1262986,5,33,252597,Metropolitana
CLI-04176,29,44048042,1747493,5,30,349498,Metropolitana
CLI-04177,45,29728450,1506208,34,33,44300,Antofagasta
CLI-04178,34,57799331,2131586,15,43,142105,Araucanía
CLI-04179,35,26696987,1313438,39,47,33677,Araucanía
CLI-04180,27,10167166,674632,4,37,168658,Metropolitana
CLI-04181,37,26459477,2347788,12,53,195649,Metropolitana
CLI-04182,28,25942574,2302826,5,8,460565,Metropolitana
CLI-04183,49,9153332,785549,1,38,785549,Metropolitana
CLI-04184,41,43783221,1590385,6,85,265064,Antofagasta
CLI-04185,36,174183484,6808338,6,32,1134723,Metropolitana
CLI-04186,47,22136153,1928344,49,33,39353,Metropolitana
CLI-04187,27,67099588,3222808,13,20,247908,Biobío
CLI-04188,27,28077152,1290385,4,35,322596,Metropolitana
CLI-04189,33,26515037,1300442,1,4,1300442,Biobío
CLI-04190,50,38616559,1489696,11,13,135426,Metropolitana
CLI-04191,32,14553113,487290,4,71,121822,Metropolitana
CLI-04192,44,61827108,3264194,7,16,466313,Antofagasta
CLI-04193,32,33784283,2105228,6,30,350871,Metropolitana
CLI-04194,34,112885039,5956474,8,25,744559,Metropolitana
CLI-04195,35,70428309,3373398,10,32,337339,Metropolitana
CLI-04196,51,28820338,1144388,3,42,381462,Metropolitana
CLI-04197,40,22858768,1009186,2,8,504593,Metropolitana
CLI-04198,32,18849362,1501210,36,10,41700,Araucanía
CLI-04199,43,25542459,2497025,46,36,54283,Araucanía
CLI-04200,53,63334174,1996046,7,11,285149,Valparaíso
CLI-04201,27,13229711,762111,1,17,762111,Metropolitana
CLI-04202,37,51335678,2044205,3,80,681401,Valparaíso
CLI-04203,33,28278558,1751996,1,18,1751996,Antofagasta
CLI-04204,26,13221876,676343,15,104,45089,Biobío
CLI-04205,22,91103079,3311278,5,65,662255,Araucanía
CLI-04206,25,89284347,4192679,1,29,4192679,Metropolitana
CLI-04207,40,15391955,1647946,3,17,549315,Biobío
CLI-04208,45,49937142,2271545,2,9,1135772,Araucanía
CLI-04209,27,42896389,1762816,5,18,352563,Biobío
CLI-04210,38,6570429,511726,3,4,170575,Metropolitana
CLI-04211,45,29261531,1460796,1,91,1460796,Metropolitana
CLI-04212,31,138633074,7870305,12,75,655858,Araucanía
CLI-04213,43,19016662,1484027,6,21,247337,Biobío
CLI-04214,37,26438087,1174442,9,10,130493,Biobío
CLI-04215,42,52122543,2663200,2,8,1331600,Biobío
CLI-04216,26,23833883,766425,3,10,255475,Valparaíso
CLI-04217,30,56690152,3024046,23,26,131480,Metropolitana
CLI-04218,51,19201406,1885104,17,19,110888,Metropolitana
CLI-04219,51,46514959,1676013,13,9,128924,Biobío
CLI-04220,30,36588813,1084141,17,16,63773,Biobío
CLI-04221,21,38041179,1601378,9,15,177930,Biobío
CLI-04222,45,29601114,2396123,1,16,2396123,Araucanía
CLI-04223,23,24218773,875685,5,16,175137,Biobío
CLI-04224,32,24123656,1869297,9,14,207699,Valparaíso
CLI-04225,46,56134065,3677842,14,33,262703,Metropolitana
CLI-04226,35,36422792,2435971,3,37,811990,Metropolitana
CLI-04227,18,48504740,2819447,38,8,74195,Valparaíso
CLI-04228,38,19135189,826562,1,18,826562,Metropolitana
CLI-04229,34,24758585,1121592,19,30,59031,Metropolitana
CLI-04230,45,67506977,3463553,8,11,432944,Valparaíso
CLI-04231,36,48381659,3304737,2,23,1652368,Biobío
CLI-04232,48,61481614,2740964,1,46,2740964,Metropolitana
CLI-04233,30,12778875,829489,8,42,103686,Valparaíso
CLI-04234,38,20067536,1423903,5,19,284780,Metropolitana
CLI-04235,33,36926169,1728352,2,20,864176,Antofagasta
CLI-04236,43,33643451,1801886,2,10,900943,Antofagasta
CLI-04237,38,24098414,1103183,6,24,183863,Valparaíso
CLI-04238,31,11437203,749867,6,17,124977,Biobío
CLI-04239,45,32651943,1494841,17,16,87931,Metropolitana
CLI-04240,37,18001563,1589719,27,34,58878,Araucanía
CLI-04241,28,45839599,1698955,1,56,1698955,Metropolitana
CLI-04242,26,34336743,1558892,6,11,259815,Metropolitana
CLI-04243,40,34895474,2613724,1,76,2613724,Metropolitana
CLI-04244,41,25886407,992537,9,43,110281,Antofagasta
CLI-04245,47,45330450,2123732,5,17,424746,Valparaíso
CLI-04246,18,8183526,868298,1,22,868298,Araucanía
CLI-04247,22,26770186,1326339,34,10,39009,Valparaíso
CLI-04248,38,25832580,2112085,2,46,1056042,Metropolitana
CLI-04249,47,61151872,2325450,29,43,80187,Metropolitana
CLI-04250,31,26878964,996431,7,3,142347,Metropolitana
CLI-04251,32,10194694,1000081,2,5,500040,Metropolitana
CLI-04252,18,23183854,1144979,4,13,286244,Biobío
CLI-04253,33,15738836,1357176,5,4,271435,Metropolitana
CLI-04254,42,41870142,1483256,7,9,211893,Metropolitana
CLI-04255,39,64708223,3120688,16,18,195043,Metropolitana
CLI-04256,42,21249647,756249,2,5,378124,Metropolitana
CLI-04257,46,71808669,3377481,8,22,422185,Metropolitana
CLI-04258,35,50342620,1780856,6,40,296809,Antofagasta
CLI-04259,37,35227299,2205901,1,4,2205901,Araucanía
CLI-04260,18,17504890,1355551,1,43,1355551,Metropolitana
CLI-04261,50,18607140,1574174,5,13,314834,Biobío
CLI-04262,29,10438408,596709,12,11,49725,Antofagasta
CLI-04263,49,17143443,1041156,2,8,520578,Valparaíso
CLI-04264,49,84708846,3533055,6,75,588842,Metropolitana
CLI-04265,43,51320056,1891430,28,18,67551,Valparaíso
CLI-04266,34,21674471,1519267,2,45,759633,Biobío
CLI-04267,61,23593353,1739660,1,7,1739660,Araucanía
CLI-04268,26,15546672,675953,1,12,675953,Metropolitana
CLI-04269,37,28984101,962456,2,3,481228,Metropolitana
CLI-04270,58,22508124,1013366,2,41,506683,Metropolitana
CLI-04271,63,40059157,2219975,8,58,277496,Metropolitana
CLI-04272,41,63026281,1913208,18,41,106289,Valparaíso
CLI-04273,42,7397327,277819,9,3,30868,Antofagasta
CLI-04274,32,12664304,872513,8,110,109064,Antofagasta
CLI-04275,45,27143809,1088019,10,28,108801,Biobío
CLI-04276,22,23637387,1184693,6,5,197448,Biobío
CLI-04277,45,53667439,1918461,1,46,1918461,Antofagasta
CLI-04278,48,66729791,3474302,3,54,1158100,Araucanía
CLI-04279,31,12167624,595804,1,20,595804,Metropolitana
CLI-04280,49,12875036,1088011,10,3,108801,Metropolitana
CLI-04281,22,8489405,336396,1,25,336396,Metropolitana
CLI-04282,35,44794028,1639200,3,10,546400,Araucanía
