cliente_id,edad,meses_cliente,gasto_mensual_promedio,frecuencia_compra_mensual,tickets_soporte,categoria_preferida,region,ultima_compra_dias,se_queda
CLI-04025,37,43,120381,2.19,0,Tarjetas Gráficas,Valparaíso,25,0
CLI-04026,18,42,131589,0.36,1,Laptops Compactas,Valparaíso,1,1
CLI-04027,44,7,232454,1.41,0,Mini PCs / SBC,Metropolitana,30,1
CLI-04028,34,60,64939,0.1,0,Mini PCs / SBC,Valparaíso,27,1
CLI-04029,23,54,103445,0.32,0,Tarjetas Gráficas,Metropolitana,83,1
CLI-04030,31,12,121787,0.27,0,Laptops Vintage,Metropolitana,99,0
CLI-04031,36,59,184202,3.17,0,Laptops Vintage,Biobío,6,1
CLI-04032,38,48,201524,0.73,1,Tarjetas Gráficas,Metropolitana,162,1
CLI-04033,52,14,361144,0.93,1,Laptops Vintage,Biobío,30,1
CLI-04034,39,15,65983,0.1,1,Mini PCs / SBC,Biobío,4,0
CLI-04035,40,61,179029,0.82,1,Laptops Vintage,Araucanía,6,1
CLI-04036,37,12,440887,1.04,0,Laptops Vintage,Metropolitana,40,1
CLI-04037,21,42,127684,0.35,0,Mini PCs / SBC,Valparaíso,8,0
CLI-04038,26,36,21200,1.62,0,Laptops Compactas,Metropolitana,20,1
CLI-04039,18,6,77560,0.37,0,Laptops Vintage,Metropolitana,51,1
CLI-04040,18,25,81090,0.75,1,Laptops Compactas,Araucanía,120,0
CLI-04041,29,18,39889,2.77,0,Mini PCs / SBC,Metropolitana,3,1
CLI-04042,43,35,256537,0.1,0,Laptops Vintage,Antofagasta,4,1
CLI-04043,33,4,106311,2.08,0,Tarjetas Gráficas,Araucanía,23,1
CLI-04044,29,12,44234,0.21,0,Mini PCs / SBC,Metropolitana,25,0
CLI-04045,30,5,24839,0.36,1,Mini PCs / SBC,Metropolitana,64,0
CLI-04046,57,21,245974,0.27,0,Tarjetas Gráficas,Metropolitana,3,1
CLI-04047,35,18,48365,0.84,0,Laptops Compactas,Metropolitana,32,0
CLI-04048,39,89,208976,0.64,1,Laptops Vintage,Valparaíso,36,1
CLI-04049,26,3,126889,1.24,0,Laptops Compactas,Valparaíso,4,1
CLI-04050,30,29,37129,1.55,1,ThinkPad Business,Metropolitana,37,1
CLI-04051,29,32,146631,0.25,0,Laptops Compactas,Metropolitana,28,1
CLI-04052,37,21,162141,0.71,1,Tarjetas Gráficas,Metropolitana,8,1
CLI-04053,33,31,32521,0.55,1,Laptops Vintage,Araucanía,6,0
CLI-04054,18,6,126670,4.11,1,Laptops Vintage,Biobío,1,1
CLI-04055,51,53,141839,0.68,0,Tarjetas Gráficas,Metropolitana,24,0
CLI-04056,39,66,169274,0.45,1,Laptops Vintage,Antofagasta,13,1
CLI-04057,34,11,85014,0.4,2,ThinkPad Business,Metropolitana,62,0
CLI-04058,42,52,111549,1.1,1,ThinkPad Business,Biobío,53,1
CLI-04059,36,37,67002,1.12,1,Laptops Compactas,Biobío,41,1
CLI-04060,50,7,225471,2.64,1,Laptops Vintage,Araucanía,19,1
CLI-04061,44,8,182964,0.23,0,Tarjetas Gráficas,Metropolitana,8,1
CLI-04062,26,9,83968,0.32,1,Mini PCs / SBC,Antofagasta,241,0
CLI-04063,33,9,174654,0.57,1,Tarjetas Gráficas,Valparaíso,6,1
CLI-04064,26,6,151542,0.68,0,Mini PCs / SBC,Metropolitana,18,0
CLI-04065,28,16,69644,5.08,0,ThinkPad Business,Metropolitana,32,1
CLI-04066,43,15,222316,0.41,1,Laptops Compactas,Valparaíso,187,0
CLI-04067,32,15,183992,0.83,2,Laptops Vintage,Metropolitana,217,0
CLI-04068,36,35,42343,0.88,0,Tarjetas Gráficas,Metropolitana,19,1
CLI-04069,18,15,86341,0.26,1,Mini PCs / SBC,Metropolitana,75,0
CLI-04070,26,36,140954,0.25,0,ThinkPad Business,Biobío,27,1
CLI-04071,60,48,121763,0.63,2,ThinkPad Business,Metropolitana,258,0
CLI-04072,30,23,141722,0.24,1,Tarjetas Gráficas,Biobío,253,0
CLI-04073,26,14,354394,0.13,0,Laptops Vintage,Metropolitana,24,1
CLI-04074,47,6,177646,0.1,0,Laptops Vintage,Biobío,66,0
CLI-04075,44,16,73735,1.07,0,Mini PCs / SBC,Antofagasta,68,1
CLI-04076,45,12,113337,0.1,0,Laptops Compactas,Antofagasta,16,1
CLI-04077,18,8,246921,0.44,1,Tarjetas Gráficas,Metropolitana,21,0
CLI-04078,54,20,36842,0.1,0,ThinkPad Business,Metropolitana,36,0
CLI-04079,18,12,317494,1.75,2,Tarjetas Gráficas,Metropolitana,8,1
CLI-04080,31,5,30935,0.1,1,Mini PCs / SBC,Araucanía,94,0
CLI-04081,28,3,90164,0.62,1,Tarjetas Gráficas,Metropolitana,16,0
CLI-04082,32,76,411264,1.94,0,Tarjetas Gráficas,Valparaíso,35,1
CLI-04083,26,18,117847,0.75,2,Laptops Compactas,Valparaíso,6,1
CLI-04084,25,14,237029,0.3,0,ThinkPad Business,Metropolitana,13,1
CLI-04085,43,18,101937,0.23,0,Mini PCs / SBC,Metropolitana,35,1
CLI-04086,32,50,185852,0.1,1,ThinkPad Business,Valparaíso,77,1
CLI-04087,19,14,127621,2.06,1,ThinkPad Business,Metropolitana,52,1
CLI-04088,23,11,43342,0.1,0,Tarjetas Gráficas,Metropolitana,187,1
CLI-04089,37,23,109866,0.1,1,Mini PCs / SBC,Metropolitana,10,1
CLI-04090,40,19,112084,0.1,1,Laptops Vintage,Araucanía,61,1
CLI-04091,18,45,41504,2.43,0,Tarjetas Gráficas,Biobío,54,1
CLI-04092,30,67,218160,0.56,1,Mini PCs / SBC,Valparaíso,198,0
CLI-04093,32,29,24510,0.31,0,Mini PCs / SBC,Biobío,15,0
CLI-04094,46,48,98457,1.5,0,Tarjetas Gráficas,Metropolitana,60,1
CLI-04095,37,18,51670,0.58,0,Laptops Vintage,Metropolitana,42,1
CLI-04096,34,18,162801,1.77,1,Laptops Vintage,Metropolitana,23,1
CLI-04097,31,51,43753,0.32,3,Laptops Compactas,Biobío,2,1
CLI-04098,18,20,26362,1.6,0,Laptops Compactas,Biobío,8,0
CLI-04099,37,20,85904,1.22,0,ThinkPad Business,Valparaíso,49,1
CLI-04100,23,41,140585,1.41,0,Laptops Vintage,Metropolitana,14,1
CLI-04101,42,29,50317,2.37,0,Mini PCs / SBC,Metropolitana,27,1
CLI-04102,33,86,175376,0.86,0,Mini PCs / SBC,Biobío,22,1
CLI-04103,40,24,226523,0.49,0,Tarjetas Gráficas,Biobío,24,1
CLI-04104,21,6,212409,0.15,0,Laptops Compactas,Valparaíso,171,1
CLI-04105,41,5,291335,0.17,1,Laptops Compactas,Valparaíso,2,1
CLI-04106,35,4,192387,0.74,0,Laptops Vintage,Metropolitana,2,1
CLI-04107,36,4,119508,0.54,0,Laptops Compactas,Antofagasta,1,1
CLI-04108,22,66,403737,0.12,0,ThinkPad Business,Valparaíso,2,1
CLI-04109,37,58,99070,0.1,0,Tarjetas Gráficas,Metropolitana,11,1
CLI-04110,36,85,108717,0.41,0,ThinkPad Business,Valparaíso,20,1
CLI-04111,40,110,46597,1.14,1,Laptops Vintage,Metropolitana,58,1
CLI-04112,18,17,26085,0.61,1,Laptops Vintage,Metropolitana,29,0
CLI-04113,45,7,107065,0.96,1,Mini PCs / SBC,Metropolitana,75,0
CLI-04114,20,4,172238,0.16,0,Laptops Compactas,Valparaíso,24,1
CLI-04115,46,11,77477,0.28,2,Laptops Compactas,Valparaíso,39,1
CLI-04116,37,54,204553,0.1,0,Mini PCs / SBC,Valparaíso,55,1
CLI-04117,29,52,263774,0.29,0,Mini PCs / SBC,Biobío,23,1
CLI-04118,36,14,224760,2.43,0,Mini PCs / SBC,Antofagasta,24,1
CLI-04119,36,8,147938,0.4,1,Mini PCs / SBC,Antofagasta,38,1
CLI-04120,43,68,157840,0.87,1,Laptops Vintage,Biobío,8,1
CLI-04121,27,6,188650,0.3,0,Tarjetas Gráficas,Antofagasta,131,0
CLI-04122,23,9,98583,0.38,0,Tarjetas Gráficas,Metropolitana,100,0
CLI-04123,25,10,104228,0.3,1,ThinkPad Business,Biobío,51,0
CLI-04124,33,5,317511,0.32,0,Laptops Vintage,Biobío,50,1
CLI-04125,21,9,31058,0.4,0,Mini PCs / SBC,Antofagasta,132,0
CLI-04126,30,78,271135,1.37,0,Mini PCs / SBC,Biobío,54,1
CLI-04127,19,41,116164,2.77,0,ThinkPad Business,Valparaíso,20,1
CLI-04128,24,40,151468,2.2,1,Tarjetas Gráficas,Biobío,16,1
CLI-04129,29,8,203087,0.52,1,Laptops Compactas,Antofagasta,6,1
CLI-04130,22,76,141056,2.32,2,Mini PCs / SBC,Antofagasta,33,1
CLI-04131,29,3,87275,1.97,0,ThinkPad Business,Araucanía,41,1
CLI-04132,32,15,177883,0.89,0,Tarjetas Gráficas,Metropolitana,78,1
CLI-04133,43,3,31179,0.21,2,Laptops Vintage,Metropolitana,33,0
CLI-04134,23,34,169879,2.43,0,Laptops Compactas,Araucanía,18,1
CLI-04135,46,15,72942,0.43,0,Laptops Vintage,Metropolitana,16,1
CLI-04136,45,15,32603,0.26,2,Mini PCs / SBC,Valparaíso,143,0
CLI-04137,37,11,39618,0.16,0,Mini PCs / SBC,Metropolitana,5,1
CLI-04138,24,4,87911,0.1,1,ThinkPad Business,Metropolitana,74,1
CLI-04139,38,5,550757,0.14,2,Tarjetas Gráficas,Metropolitana,190,1
CLI-04140,34,4,331617,3.33,0,Laptops Vintage,Metropolitana,8,1
CLI-04141,35,58,195637,0.19,0,Mini PCs / SBC,Araucanía,34,1
CLI-04142,27,92,126549,1.85,0,Laptops Compactas,Araucanía,8,1
CLI-04143,29,15,139472,0.46,0,Mini PCs / SBC,Metropolitana,45,1
CLI-04144,27,26,172745,0.61,0,ThinkPad Business,Metropolitana,42,1
CLI-04145,30,35,71099,0.1,1,Laptops Compactas,Metropolitana,20,1
CLI-04146,38,11,44212,0.83,1,Tarjetas Gráficas,Metropolitana,53,0
CLI-04147,18,39,25210,0.94,1,Mini PCs / SBC,Biobío,72,1
CLI-04148,27,24,337020,2.62,2,Tarjetas Gráficas,Metropolitana,111,1
CLI-04149,22,33,34021,0.64,1,ThinkPad Business,Metropolitana,91,0
CLI-04150,37,5,62785,1.8,0,Laptops Vintage,Araucanía,16,0
CLI-04151,18,5,141923,0.67,1,Laptops Compactas,Valparaíso,24,1
CLI-04152,33,18,43895,0.4,0,Mini PCs / SBC,Metropolitana,11,0
CLI-04153,42,28,99043,1.14,0,ThinkPad Business,Antofagasta,23,1
CLI-04154,49,6,275643,0.53,1,ThinkPad Business,Biobío,63,0
CLI-04155,46,57,57403,0.24,1,Laptops Compactas,Antofagasta,86,0
CLI-04156,32,30,287498,0.85,0,Mini PCs / SBC,Araucanía,1,1
CLI-04157,34,66,80719,0.71,0,Mini PCs / SBC,Metropolitana,76,1
CLI-04158,33,12,81228,0.5,0,ThinkPad Business,Araucanía,109,0
CLI-04159,33,30,368225,1.21,1,ThinkPad Business,Araucanía,1,1
CLI-04160,30,4,99621,0.68,3,Laptops Compactas,Valparaíso,190,0
CLI-04161,33,10,123056,1.85,0,Laptops Compactas,Biobío,15,1
CLI-04162,24,23,136781,0.49,0,Laptops Compactas,Biobío,165,0
CLI-04163,24,4,24509,1.56,0,ThinkPad Business,Antofagasta,16,0
CLI-04164,37,14,66213,0.46,0,Laptops Compactas,Biobío,51,1
CLI-04165,53,9,71078,2.46,1,Laptops Vintage,Biobío,43,1
CLI-04166,39,12,36964,0.38,0,Laptops Vintage,Metropolitana,22,1
CLI-04167,48,32,479254,0.23,1,Mini PCs / SBC,Metropolitana,13,1
CLI-04168,51,19,122458,0.35,1,Mini PCs / SBC,Metropolitana,80,0
CLI-04169,49,28,247094,0.1,0,Laptops Compactas,Biobío,31,1
CLI-04170,29,25,126863,0.88,0,ThinkPad Business,Metropolitana,4,0
CLI-04171,29,25,397446,0.35,0,Mini PCs / SBC,Antofagasta,82,1
CLI-04172,47,5,40881,0.12,0,Laptops Vintage,Valparaíso,8,1
CLI-04173,29,5,51847,0.82,1,Mini PCs / SBC,Araucanía,10,0
CLI-04174,34,60,132696,0.86,2,Tarjetas Gráficas,Valparaíso,37,1
CLI-04175,21,33,102044,0.45,0,Tarjetas Gráficas,Metropolitana,2,1
CLI-04176,29,30,163967,0.39,0,ThinkPad Business,Metropolitana,10,1
CLI-04177,45,33,124575,2.89,2,Laptops Compactas,Antofagasta,1,1
CLI-04178,34,43,188965,1.36,2,Tarjetas Gráficas,Araucanía,48,1
CLI-04179,35,47,111808,3.17,0,Tarjetas Gráficas,Araucanía,89,1
CLI-04180,27,37,52905,0.47,0,Mini PCs / SBC,Metropolitana,20,1
CLI-04181,37,53,171546,1.15,0,Laptops Compactas,Metropolitana,2,1
CLI-04182,28,8,187480,0.31,1,ThinkPad Business,Metropolitana,101,1
CLI-04183,49,38,63694,0.1,2,Laptops Compactas,Metropolitana,67,1
CLI-04184,41,85,133780,0.41,1,Laptops Compactas,Antofagasta,7,1
CLI-04185,36,32,600000,0.56,0,Laptops Compactas,Metropolitana,1,1
CLI-04186,47,33,173499,4.23,0,Laptops Compactas,Metropolitana,10,1
CLI-04187,27,20,306008,0.99,0,Mini PCs / SBC,Biobío,57,1
CLI-04188,27,35,109308,0.22,1,ThinkPad Business,Metropolitana,4,1
CLI-04189,33,4,123924,0.11,1,Mini PCs / SBC,Biobío,30,0
CLI-04190,50,13,138201,0.84,0,Mini PCs / SBC,Metropolitana,69,0
CLI-04191,32,71,41986,0.32,0,Laptops Vintage,Metropolitana,14,1
CLI-04192,44,16,275153,0.63,1,Laptops Vintage,Antofagasta,224,0
CLI-04193,32,30,201885,0.57,1,Laptops Compactas,Metropolitana,80,1
CLI-04194,34,25,493282,0.7,2,Laptops Compactas,Metropolitana,17,1
CLI-04195,35,32,299158,0.86,1,Mini PCs / SBC,Metropolitana,124,1
CLI-04196,51,42,109118,0.21,0,Laptops Vintage,Metropolitana,9,1
CLI-04197,40,8,84448,0.1,0,Tarjetas Gráficas,Metropolitana,103,0
CLI-04198,32,10,117044,3.05,0,Laptops Vintage,Araucanía,48,1
CLI-04199,43,36,188785,3.89,0,Mini PCs / SBC,Araucanía,174,1
CLI-04200,53,11,185477,0.81,3,Mini PCs / SBC,Valparaíso,55,1
CLI-04201,27,17,64698,0.1,2,Mini PCs / SBC,Metropolitana,35,0
CLI-04202,37,80,197037,0.29,0,ThinkPad Business,Valparaíso,31,1
CLI-04203,33,18,143598,0.1,0,Mini PCs / SBC,Antofagasta,33,1
CLI-04204,26,104,57421,1.22,2,ThinkPad Business,Biobío,103,1
CLI-04205,22,65,272146,0.63,1,ThinkPad Business,Araucanía,22,1
CLI-04206,25,29,336244,0.29,1,Laptops Compactas,Metropolitana,22,1
CLI-04207,40,17,123674,0.3,0,ThinkPad Business,Biobío,54,1
CLI-04208,45,9,171276,0.11,0,Tarjetas Gráficas,Araucanía,5,1
CLI-04209,27,18,159080,0.41,0,Laptops Vintage,Biobío,64,1
CLI-04210,38,4,46444,0.13,0,Tarjetas Gráficas,Metropolitana,74,0
CLI-04211,45,91,124463,0.19,0,Mini PCs / SBC,Metropolitana,128,1
CLI-04212,31,75,584562,1.07,2,Laptops Compactas,Araucanía,75,1
CLI-04213,43,21,115060,0.47,1,ThinkPad Business,Biobío,7,0
CLI-04214,37,10,103113,0.66,1,Laptops Vintage,Biobío,60,1
CLI-04215,42,8,214509,0.1,0,ThinkPad Business,Biobío,28,1
CLI-04216,26,10,72877,0.28,1,Tarjetas Gráficas,Valparaíso,10,0
CLI-04217,30,26,271283,1.89,1,Laptops Vintage,Metropolitana,1,1
CLI-04218,51,19,154553,1.42,1,Laptops Vintage,Metropolitana,1,1
CLI-04219,51,9,153083,1.03,0,Laptops Compactas,Biobío,12,1
CLI-04220,30,16,103631,1.34,1,Tarjetas Gráficas,Biobío,65,1
CLI-04221,21,15,133281,0.9,0,Mini PCs / SBC,Biobío,72,0
CLI-04222,45,16,204010,0.1,2,ThinkPad Business,Araucanía,54,1
CLI-04223,23,16,84337,0.42,0,Mini PCs / SBC,Biobío,98,1
CLI-04224,32,14,158075,0.81,1,Tarjetas Gráficas,Valparaíso,102,1
CLI-04225,46,33,282366,1.16,1,Laptops Vintage,Metropolitana,15,1
CLI-04226,35,37,182659,0.27,1,Laptops Compactas,Metropolitana,36,1
CLI-04227,18,8,205115,3.11,0,ThinkPad Business,Valparaíso,9,1
CLI-04228,38,18,77971,0.16,2,Mini PCs / SBC,Metropolitana,74,0
CLI-04229,34,30,96763,1.7,2,Tarjetas Gráficas,Metropolitana,3,1
CLI-04230,45,11,269246,0.64,1,Mini PCs / SBC,Valparaíso,60,0
CLI-04231,36,23,241138,0.1,0,Laptops Compactas,Biobío,18,1
CLI-04232,48,46,199465,0.1,1,Laptops Compactas,Metropolitana,42,1
CLI-04233,30,42,74639,0.76,0,Mini PCs / SBC,Valparaíso,173,1
CLI-04234,38,19,134211,0.44,1,Laptops Compactas,Metropolitana,47,1
CLI-04235,33,20,145493,0.1,0,Tarjetas Gráficas,Antofagasta,99,1
CLI-04236,43,10,158558,0.1,0,Tarjetas Gráficas,Antofagasta,52,1
CLI-04237,38,24,107576,0.58,2,Tarjetas Gráficas,Valparaíso,7,1
CLI-04238,31,17,70904,0.63,1,Mini PCs / SBC,Biobío,1,1
CLI-04239,45,16,113860,1.57,0,Laptops Compactas,Metropolitana,40,1
CLI-04240,37,34,139506,2.35,2,Mini PCs / SBC,Araucanía,18,1
CLI-04241,28,56,163860,0.27,0,Mini PCs / SBC,Metropolitana,86,0
CLI-04242,26,11,152006,0.53,0,Mini PCs / SBC,Metropolitana,42,1
CLI-04243,40,76,205360,0.1,0,ThinkPad Business,Metropolitana,4,1
CLI-04244,41,43,75094,0.7,1,Tarjetas Gráficas,Antofagasta,13,1
CLI-04245,47,17,196215,0.51,0,Mini PCs / SBC,Valparaíso,15,1
CLI-04246,18,22,67347,0.16,0,ThinkPad Business,Araucanía,22,1
CLI-04247,22,10,98852,2.72,0,Laptops Vintage,Valparaíso,7,1
CLI-04248,38,46,172173,0.14,1,ThinkPad Business,Metropolitana,56,0
CLI-04249,47,43,195482,2.44,0,Mini PCs / SBC,Metropolitana,246,0
CLI-04250,31,3,90587,0.56,1,Tarjetas Gráficas,Metropolitana,46,1
CLI-04251,32,5,80032,0.1,1,ThinkPad Business,Metropolitana,39,1
CLI-04252,18,13,90931,0.19,0,Tarjetas Gráficas,Biobío,39,1
CLI-04253,33,4,125075,0.57,2,Tarjetas Gráficas,Metropolitana,99,0
CLI-04254,42,9,123625,0.52,0,Laptops Compactas,Metropolitana,34,1
CLI-04255,39,18,236908,1.41,0,Tarjetas Gráficas,Metropolitana,39,1
CLI-04256,42,5,64573,0.1,2,Laptops Vintage,Metropolitana,55,0
CLI-04257,46,22,244908,0.72,0,Tarjetas Gráficas,Metropolitana,139,1
CLI-04258,35,40,165133,0.58,0,Mini PCs / SBC,Antofagasta,14,1
CLI-04259,37,4,181639,0.1,3,Laptops Vintage,Araucanía,7,1
CLI-04260,18,43,104446,0.1,1,Tarjetas Gráficas,Metropolitana,66,0
CLI-04261,50,13,152729,0.61,1,Tarjetas Gráficas,Biobío,17,1
CLI-04262,29,11,43434,1.14,1,ThinkPad Business,Antofagasta,19,1
CLI-04263,49,8,75504,0.25,0,Tarjetas Gráficas,Valparaíso,51,1
CLI-04264,49,75,259778,0.55,0,Laptops Compactas,Metropolitana,1,1
CLI-04265,43,18,151264,2.39,0,ThinkPad Business,Valparaíso,19,1
CLI-04266,34,45,111064,0.23,1,Tarjetas Gráficas,Biobío,1,1
CLI-04267,61,7,138040,0.17,1,ThinkPad Business,Araucanía,17,1
CLI-04268,26,12,65334,0.15,0,ThinkPad Business,Metropolitana,42,1
CLI-04269,37,3,85236,0.16,0,Laptops Vintage,Metropolitana,11,0
CLI-04270,58,41,99304,0.1,0,ThinkPad Business,Metropolitana,16,0
CLI-04271,63,58,179857,0.7,0,Mini PCs / SBC,Metropolitana,69,1
CLI-04272,41,41,181860,1.39,0,Laptops Vintage,Valparaíso,9,1
CLI-04273,42,3,24307,0.66,0,Mini PCs / SBC,Antofagasta,66,1
CLI-04274,32,110,71908,0.8,2,Laptops Vintage,Antofagasta,9,1
CLI-04275,45,28,81548,0.74,2,Laptops Vintage,Biobío,21,0
CLI-04276,22,5,92381,0.62,1,Laptops Vintage,Biobío,14,1
CLI-04277,45,46,154951,0.2,2,Tarjetas Gráficas,Antofagasta,32,1
CLI-04278,48,54,278738,0.39,3,ThinkPad Business,Araucanía,1,1
CLI-04279,31,20,56296,0.1,1,Laptops Vintage,Metropolitana,1,0
CLI-04280,49,3,91392,0.81,0,Tarjetas Gráficas,Metropolitana,32,0
CLI-04281,22,25,29782,0.25,3,ThinkPad Business,Metropolitana,78,1
CLI-04282,35,10,140871,0.16,0,Mini PCs / SBC,Araucanía,7,0
CLI-04283,56,27,202674,1.09,0,Laptops Vintage,Araucanía,110,0
CLI-04284,40,4,68169,0.34,0,Laptops Compactas,Metropolitana,171,0
CLI-04285,52,3,156573,1.1,0,Tarjetas Gráficas,Antofagasta,63,1
CLI-04286,53,20,194448,3.68,0,ThinkPad Business,Metropolitana,2,1
CLI-04287,22,51,163719,1.22,1,ThinkPad Business,Metropolitana,121,0
CLI-04288,20,6,63230,0.63,1,Tarjetas Gráficas,Valparaíso,19,1
CLI-04289,36,33,174254,1.21,0,Laptops Vintage,Metropolitana,30,1
CLI-04290,60,56,44148,1.58,2,Mini PCs / SBC,Biobío,1,1
CLI-04291,56,5,207953,1.06,0,ThinkPad Business,Valparaíso,105,0
CLI-04292,44,37,144713,0.49,0,Mini PCs / SBC,Valparaíso,103,1
CLI-04293,38,41,53517,0.82,0,Mini PCs / SBC,Biobío,12,0
CLI-04294,33,48,349747,0.1,0,Laptops Compactas,Metropolitana,57,1
CLI-04295,18,13,159806,2.0,0,ThinkPad Business,Biobío,141,1
CLI-04296,41,3,35540,3.65,0,ThinkPad Business,Metropolitana,71,1
CLI-04297,43,53,242419,0.24,0,Laptops Compactas,Metropolitana,96,1
CLI-04298,36,58,122588,0.17,0,Laptops Vintage,Araucanía,16,1
CLI-04299,18,18,73684,0.64,0,Laptops Compactas,Biobío,1,1
CLI-04300,35,7,89965,1.89,0,Laptops Vintage,Biobío,47,0
CLI-04301,31,15,121192,0.68,2,Laptops Compactas,Biobío,35,0
CLI-04302,30,19,182923,0.21,1,Laptops Compactas,Valparaíso,20,1
CLI-04303,41,38,77619,0.3,0,Laptops Vintage,Metropolitana,242,0
CLI-04304,24,89,227470,0.1,1,Laptops Vintage,Antofagasta,48,1
CLI-04305,29,60,168396,0.44,0,Mini PCs / SBC,Biobío,135,1
CLI-04306,27,32,146811,1.23,0,ThinkPad Business,Antofagasta,109,1
CLI-04307,30,54,158699,0.1,2,Laptops Compactas,Antofagasta,1,1
CLI-04308,40,9,387231,1.79,2,ThinkPad Business,Biobío,53,1
CLI-04309,46,18,50738,2.27,1,Mini PCs / SBC,Metropolitana,1,1
CLI-04310,24,120,162113,0.5,2,Laptops Compactas,Biobío,39,1
CLI-04311,35,60,98918,0.12,0,Laptops Compactas,Metropolitana,19,1
CLI-04312,38,30,77223,0.33,1,Mini PCs / SBC,Metropolitana,132,0
CLI-04313,33,33,118075,0.46,1,Laptops Vintage,Valparaíso,10,1
CLI-04314,38,42,241683,0.46,0,Laptops Vintage,Metropolitana,16,1
CLI-04315,34,3,334434,0.19,0,Mini PCs / SBC,Antofagasta,1,1
CLI-04316,36,37,104408,1.37,0,Laptops Vintage,Metropolitana,45,1
CLI-04317,41,53,230071,0.52,0,Tarjetas Gráficas,Metropolitana,35,1
CLI-04318,46,14,123944,0.29,2,ThinkPad Business,Metropolitana,15,0
CLI-04319,33,23,53594,1.19,0,Laptops Compactas,Metropolitana,26,1
CLI-04320,28,48,42852,0.54,2,ThinkPad Business,Valparaíso,76,1
CLI-04321,28,55,146874,0.29,0,ThinkPad Business,Antofagasta,110,1
CLI-04322,26,10,120043,1.96,0,Tarjetas Gráficas,Metropolitana,15,1
CLI-04323,31,6,99307,0.1,0,Laptops Vintage,Valparaíso,47,1
CLI-04324,18,42,68594,0.49,2,Laptops Vintage,Biobío,74,0
CLI-04325,36,34,128809,0.25,0,Laptops Vintage,Biobío,187,0
CLI-04326,29,80,183232,0.1,2,ThinkPad Business,Antofagasta,16,1
CLI-04327,29,3,181822,0.1,0,Mini PCs / SBC,Metropolitana,29,1
CLI-04328,25,52,184609,0.1,0,Laptops Compactas,Araucanía,32,1
CLI-04329,26,38,217567,0.31,1,Laptops Vintage,Biobío,72,1
CLI-04330,49,60,224976,0.1,0,Laptops Vintage,Valparaíso,6,1
CLI-04331,39,3,55520,0.29,1,ThinkPad Business,Araucanía,9,1
CLI-04332,42,20,16783,0.1,0,Mini PCs / SBC,Metropolitana,46,0
CLI-04333,38,22,59150,0.51,1,ThinkPad Business,Valparaíso,24,0
CLI-04334,26,120,132242,0.76,1,Mini PCs / SBC,Metropolitana,30,1
CLI-04335,18,20,97569,1.15,4,Mini PCs / SBC,Valparaíso,20,0
CLI-04336,35,21,189419,0.85,1,Laptops Compactas,Antofagasta,49,0
CLI-04337,48,20,83486,0.52,1,Mini PCs / SBC,Biobío,25,1
CLI-04338,33,46,72350,0.25,0,Tarjetas Gráficas,Antofagasta,22,1
CLI-04339,54,24,94986,0.23,2,Mini PCs / SBC,Metropolitana,5,1
CLI-04340,37,24,61155,0.59,2,Laptops Compactas,Araucanía,1,1
CLI-04341,32,19,65291,0.31,1,Laptops Compactas,Metropolitana,18,1
CLI-04342,37,8,101641,0.54,0,Laptops Compactas,Valparaíso,25,1
CLI-04343,35,9,15000,0.52,0,Laptops Vintage,Valparaíso,49,0
CLI-04344,24,47,95428,0.43,0,ThinkPad Business,Biobío,51,1
CLI-04345,37,67,248436,0.28,0,ThinkPad Business,Valparaíso,56,1
CLI-04346,44,15,54242,1.83,0,Mini PCs / SBC,Metropolitana,206,1
CLI-04347,49,49,272071,2.57,0,Laptops Vintage,Antofagasta,54,1
CLI-04348,42,40,600000,1.09,0,Laptops Compactas,Biobío,23,1
CLI-04349,30,34,79802,0.26,2,ThinkPad Business,Valparaíso,3,1
CLI-04350,36,4,212752,0.21,0,Mini PCs / SBC,Araucanía,108,0
CLI-04351,35,38,214670,0.27,2,ThinkPad Business,Antofagasta,46,1
CLI-04352,33,23,71615,0.79,0,Laptops Compactas,Biobío,16,1
CLI-04353,45,9,31608,0.1,0,Laptops Compactas,Metropolitana,41,1
CLI-04354,19,29,298945,0.45,1,Mini PCs / SBC,Biobío,28,1
CLI-04355,43,33,397204,0.69,0,ThinkPad Business,Metropolitana,7,1
CLI-04356,46,11,216198,0.38,0,ThinkPad Business,Biobío,92,1
CLI-04357,26,46,157481,0.35,2,Mini PCs / SBC,Metropolitana,16,0
CLI-04358,35,3,87087,0.7,4,Laptops Compactas,Biobío,110,0
CLI-04359,31,25,38018,0.1,1,Laptops Vintage,Metropolitana,2,0
CLI-04360,41,43,84124,0.41,1,Laptops Vintage,Metropolitana,20,0
CLI-04361,30,12,89268,0.1,1,Laptops Vintage,Metropolitana,48,0
CLI-04362,33,7,92128,0.33,0,ThinkPad Business,Biobío,1,1
CLI-04363,37,16,102461,0.61,0,Laptops Compactas,Valparaíso,22,0
CLI-04364,39,7,94193,1.93,1,Laptops Vintage,Antofagasta,72,0
CLI-04365,41,19,21818,0.71,0,Mini PCs / SBC,Metropolitana,27,1
CLI-04366,34,23,162906,0.1,1,ThinkPad Business,Valparaíso,102,0
CLI-04367,45,30,55442,0.31,0,Laptops Compactas,Araucanía,11,1
CLI-04368,24,8,43644,0.32,1,ThinkPad Business,Biobío,76,0
